word,concreteness,imageability,familiarity,age_of_acquisition,freq_zh,log_freq_zh,freq_mn
女人身体,NA,NA,NA,NA,NA,NA,1
护栏,NA,NA,NA,NA,131,16435,4
隧道,1.454545,6.188 ,6.182 ,2.600 ,152,27076,6
卡马拉,NA,NA,NA,NA,3,0,1
车顶盖,NA,NA,NA,NA,NA,NA,1
门口,NA,4.444 ,6.045 ,1.667 ,2495,29227,1
学者,NA,5.692 ,5.682 ,2.786 ,56,22742,1
橙柱,NA,NA,NA,NA,NA,NA,1
啤酒,1.222222,5.357 ,6.045 ,2.750 ,6886,33636,14
中巴车,NA,NA,NA,NA,NA,NA,1
果汁,1.541667,NA,NA,NA,138,26656,1
图书,1.625,NA,NA,NA,322,20334,1
大熊,NA,NA,NA,NA,39,11139,1
衣,NA,NA,NA,NA,1792,27789,3
滑鼠,NA,NA,NA,NA,NA,NA,1
墙,NA,NA,NA,NA,5029,32271,18
亭子,NA,4.583 ,5.455 ,2.083 ,39,11139,1
炸鸡排,NA,NA,NA,NA,NA,NA,2
河,NA,NA,NA,NA,3383,3055,7
面馆,NA,NA,NA,NA,NA,NA,1
仿牛展,NA,NA,NA,NA,NA,NA,1
皮卡,NA,NA,NA,NA,78,1415,18
餐桌,1.272727,NA,NA,NA,59,22967,48
电脑,1.096774,NA,NA,NA,9569,35065,34
限高栏,NA,NA,NA,NA,NA,NA,1
小菜一碟,NA,NA,NA,NA,NA,NA,1
客机,1.84,NA,NA,NA,158,17243,5
街牌,NA,NA,NA,NA,NA,NA,1
冰淇淋车,NA,NA,NA,NA,NA,NA,1
顾客,1.608696,4.231 ,5.500 ,2.133 ,2942,29943,1
球衣,1.310345,NA,NA,NA,203,18325,12
袈裟,NA,NA,NA,NA,NA,NA,9
男童,NA,NA,NA,NA,69,13617,1
表,NA,NA,NA,NA,451,31798,1
老头,NA,NA,NA,NA,1905,28055,1
车道,NA,NA,NA,NA,668,23502,1
植物,2,3.143 ,6.091 ,1.938 ,1294,26375,7
地,NA,NA,NA,NA,53684,42555,3
招牌,2.478261,NA,NA,NA,426,21553,21
房车,NA,NA,NA,NA,NA,NA,4
狗衣服,NA,NA,NA,NA,NA,NA,2
狗子,NA,NA,NA,NA,3,0,1
家居服,NA,NA,NA,NA,3,0,1
工作桌子,NA,NA,NA,NA,NA,NA,1
鲨鱼,1.285714,NA,NA,NA,1857,27945,7
斗牛士,NA,NA,NA,NA,NA,NA,1
女从,NA,NA,NA,NA,NA,NA,1
制服,1.608696,4.364 ,5.000 ,3.353 ,2611,29425,4
铁路过桥,NA,NA,NA,NA,NA,NA,1
等待,3.296296,4.214 ,6.143 ,2.417 ,5685,32804,1
羊头,NA,NA,NA,NA,NA,NA,1
遮阳布,NA,NA,NA,NA,NA,NA,1
刀剑,1.354839,NA,NA,NA,18,7782,1
放,NA,NA,NA,NA,56933,4281,1
钟塔,NA,NA,NA,NA,66,13424,3
望远镜,NA,NA,NA,NA,608,23096,1
碟子,1.346154,NA,NA,NA,233,18921,12
小楼,NA,NA,NA,NA,NA,NA,1
鸽子,1.37037,5.917 ,5.545 ,2.188 ,1407,26739,14
交通,2.033333,4.923 ,6.273 ,2.167 ,2859,29818,1
领结,NA,NA,NA,NA,209,18451,30
红花,NA,NA,NA,NA,95,15051,1
睡袍,NA,NA,NA,NA,182,17853,16
鹳,NA,NA,NA,NA,39,11139,3
面包片,NA,NA,NA,NA,8,14314,4
门柱,NA,NA,NA,NA,6,1301,1
运动衫,NA,NA,NA,NA,337,20531,4
村妇,NA,NA,NA,NA,NA,NA,1
观景台,NA,NA,NA,NA,NA,NA,1
溜冰,1.75,NA,NA,NA,483,22095,11
马术拖车,NA,NA,NA,NA,NA,NA,1
领子,NA,NA,NA,NA,137,16628,7
带狗的女人,NA,NA,NA,NA,NA,NA,1
湖畔,1.608696,NA,NA,NA,54,12553,1
牛油刀,NA,NA,NA,NA,NA,NA,3
棉羊,NA,NA,NA,NA,NA,NA,3
工作空间,NA,NA,NA,NA,NA,NA,1
橙,NA,NA,NA,NA,292,19912,1
女仔,NA,NA,NA,NA,NA,NA,1
孩子们,NA,NA,NA,NA,NA,NA,9
战机,1.8,NA,NA,NA,629,23243,14
卓,NA,NA,NA,NA,244,19138,1
冬衣,NA,NA,NA,NA,12,6021,1
切水果,NA,NA,NA,NA,NA,NA,1
车身,1.5,NA,NA,NA,113,15798,1
家猫,NA,NA,NA,NA,NA,NA,1
铁道,NA,5.000 ,5.545 ,3.000 ,98,15185,1
机器,2.111111,5.692 ,5.727 ,2.000 ,5094,32327,1
沙子,NA,3.167 ,6.048 ,3.091 ,796,24265,2
露台,NA,NA,NA,NA,NA,NA,1
刀,NA,NA,NA,NA,8171,34379,310
牛油果酱,NA,NA,NA,NA,NA,NA,1
鳥,NA,NA,NA,NA,NA,NA,1
少男,NA,NA,NA,NA,42,11461,1
树丛,NA,NA,NA,NA,322,20334,1
皮划艇,NA,NA,NA,NA,42,11461,12
咖喱,1.652174,NA,NA,NA,355,20755,1
冰激凌,NA,NA,NA,NA,87,24654,1
时钟,1.333333,NA,NA,NA,298,2,6
棒球击球手,NA,NA,NA,NA,NA,NA,3
車,NA,NA,NA,NA,NA,NA,1
少女,1.878788,2.846 ,5.818 ,1.308 ,1407,26739,2
大门,NA,NA,NA,NA,18,2781,1
乐师,NA,NA,NA,NA,69,13617,1
碎花裙,NA,NA,NA,NA,NA,NA,1
香槟,1.423077,NA,NA,NA,2415,29085,1
摩托车,NA,NA,NA,NA,155,2716,15
蒲公英,NA,NA,NA,NA,92,14914,13
